segment0,segment3,segment2,segment1
16,8,17,16
12,8,17,16
12,8,17,16
12,8,16,16
12,8,16,16
12,8,16,16
12,8,16,11
12,8,16,11
11,8,16,11
11,8,16,11
11,8,21,11
11,8,21,11
11,8,21,11
11,8,21,11
11,8,21,11
7,12,21,11
7,12,21,11
7,12,26,11
7,12,26,11
7,12,26,6
7,12,26,6
2,13,26,6
2,13,26,6
2,13,30,6
2,13,30,6
2,13,30,6
2,13,30,6
2,13,30,2
2,16,30,2
2,16,30,2
2,16,30,2
2,16,26,2
2,16,26,2
2,16,26,2
2,16,26,4
7,11,26,4
7,11,26,4
7,11,21,4
7,11,21,4
7,11,21,4
7,11,21,9
12,6,21,9
7,6,21,9
12,6,21,9
12,6,16,9
12,6,16,9
12,6,16,9
12,6,16,9
12,6,16,14
12,1,16,14
17,1,16,14
17,1,16,14
17,1,11,14
17,1,11,14
17,1,11,14
17,1,11,19
22,0,11,19
22,0,11,19
22,0,6,19
22,0,6,19
22,0,6,19
22,0,6,24
22,4,6,24
27,4,6,24
27,4,6,24
27,4,5,24
27,4,5,24
27,4,5,24
27,4,5,19
27,2,5,19
22,2,3,19
22,2,3,19
22,2,3,19
22,2,3,14
17,4,3,14
17,4,3,14
17,4,8,14
22,2,3,19
17,4,8,14
17,4,8,14
17,4,8,18
17,4,8,18
14,9,8,18
14,9,8,18
14,9,13,18
14,9,13,18
14,9,13,13
14,9,13,13
9,14,13,13
9,14,18,13
9,14,18,13
9,14,13,13
9,14,18,13
9,18,18,8
9,14,18,13
14,18,18,8
9,14,18,8
14,18,19,8
14,18,19,8
14,18,19,8
14,18,19,8
14,18,19,8
19,13,19,8
19,13,19,8
19,13,14,8
19,13,14,8
19,13,14,8
19,13,14,6
19,13,14,6
24,8,14,6
24,8,14,6
24,8,9,6
24,8,9,6
24,8,9,6
24,8,9,11
24,3,9,11
29,3,9,11
29,3,4,11
29,3,4,11
29,3,4,11
29,3,4,16
29,3,4,11
34,8,4,16
34,8,4,16
34,8,1,16
34,8,1,16
34,8,1,16
34,8,1,21
34,8,1,21
39,13,1,21
39,13,1,21
39,13,6,21
39,13,6,21
39,13,6,21
39,13,6,16
39,18,6,16
34,18,6,16
34,18,6,16
34,18,2,16
34,18,2,16
34,18,2,16
34,18,2,11
34,21,2,11
29,21,2,11
29,21,2,11
29,21,2,11
29,21,2,11
29,21,2,11
29,21,2,6
24,26,2,6
24,26,2,6
24,26,7,6
24,26,7,6
24,26,7,7
24,26,7,6
19,29,7,7
19,29,7,7
19,29,12,7
19,29,12,7
19,29,12,7
19,29,12,7
19,29,12,12
14,24,12,12
14,24,12,12
14,24,17,12
14,24,17,12
14,24,17,12
14,24,17,17
14,19,17,17
9,19,12,17
9,19,17,17
9,19,12,17
9,19,12,17
9,19,12,17
9,14,12,22
9,19,12,22
14,14,12,22
14,14,7,22
14,14,7,22
14,14,7,22
14,14,7,22
14,14,7,22
14,9,7,22
19,9,7,22
19,9,7,22
19,9,4,22
19,9,4,22
19,9,4,22
19,9,4,27
19,4,4,27
24,4,4,27
24,4,3,27
24,4,3,27
24,4,3,27
24,4,3,32
24,9,3,32
29,9,3,32
29,9,3,32
29,9,7,32
29,9,7,32
29,9,7,32
29,9,7,27
29,13,7,27
24,13,7,27
24,13,7,27
24,13,4,27
24,13,4,27
24,13,4,27
24,13,4,22
24,13,4,22
19,18,4,22
19,18,4,22
19,18,9,22
19,18,9,22
19,18,9,22
19,18,9,22
19,18,9,17
19,23,9,17
14,23,9,17
14,23,14,17
14,23,14,17
14,23,14,17
14,23,14,17
14,23,14,12
9,28,14,12
9,28,14,12
9,28,16,12
9,28,16,12
9,28,16,12
9,28,16,12
9,28,16,17
9,23,16,17
5,23,16,17
5,23,11,17
5,23,11,17
5,23,11,17
5,23,11,17
5,23,11,17
5,18,11,17
6,18,11,17
6,18,6,17
6,18,6,17
6,18,6,17
6,18,6,18
6,18,6,18
11,13,6,18
11,13,6,18
11,13,4,18
11,13,4,18
11,13,4,18
11,13,4,18
11,13,4,18
16,8,4,18
16,8,4,18
16,8,5,18
16,8,5,18
16,8,5,20
16,8,5,18
16,3,5,20
16,3,5,20
16,3,5,20
16,3,2,20
16,3,2,20
16,3,2,15
16,8,2,15
11,8,2,15
11,8,2,15
11,8,7,15
11,8,7,15
11,8,7,15
11,13,7,10
11,8,7,10
15,13,7,10
15,13,7,10
15,13,9,10
15,13,9,10
15,13,9,10
15,13,9,5
15,18,9,5
10,18,9,5
10,18,13,5
10,18,13,5
10,18,13,5
10,18,13,5
10,18,13,3
10,23,13,3
5,23,13,3
5,23,8,3
5,23,8,3
5,23,8,3
5,23,8,3
5,23,8,1
5,19,8,1
10,19,8,1
10,19,4,1
10,19,4,1
10,19,4,1
10,19,4,3
10,19,4,1
15,14,4,3
15,14,4,3
15,14,2,3
15,14,2,3
15,14,2,3
15,14,2,3
15,14,2,6
15,9,2,6
20,9,2,6
20,9,7,6
20,9,7,6
20,9,7,6
20,9,7,11
20,7,7,11
25,7,7,11
25,7,7,11
25,7,2,11
25,7,2,11
25,7,2,11
25,7,2,16
25,2,2,16
30,2,2,16
30,2,2,16
30,2,0,16
30,2,0,16
30,2,0,16
30,2,0,12
30,6,0,12
34,6,0,12
34,6,4,12
34,6,4,12
34,6,4,12
34,6,4,12
34,6,4,7
34,5,4,7
29,5,4,7
29,5,7,7
29,5,7,7
29,5,7,7
29,5,7,7
29,5,7,2
29,4,7,2
24,4,7,2
24,4,12,2
24,4,12,2
24,4,12,2
24,4,12,2
24,4,12,3
19,9,12,3
19,9,12,3
19,9,14,3
19,9,14,3
19,9,14,3
19,9,14,8
19,8,14,8
14,8,14,8
14,8,19,8
14,8,19,8
14,8,19,8
14,8,19,8
14,8,19,8
14,8,19,8
14,8,19,8
14,8,19,8
14,8,19,8
14,8,19,9
19,13,19,9
19,13,19,9
19,13,14,9
19,13,14,9
19,13,14,9
19,13,14,14
19,8,14,14
24,8,14,14
24,8,9,14
24,8,9,14
24,8,9,14
24,8,9,19
24,8,9,19
24,8,9,19
